Mod:Item:MetaData, Localized Name
gregtech:ore_alunite_2:6, Titania Alunite Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Nether Talc Ore
gregtech:ore_talc_0:2, End Talc Ore
gregtech:ore_talc_0:12, Fiery Netherrack Talc Ore
gregtech:ore_talc_0:13, Lively Netherrack Talc Ore
gregtech:ore_talc_0:14, Gloomy Netherrack Talc Ore
gregtech:ore_talc_0:15, Mercury Talc Ore
gregtech:ore_talc_1:0, Ceres Talc Ore
gregtech:ore_talc_1:1, Saturn Talc Ore
gregtech:ore_talc_1:2, Jupiter Talc Ore
gregtech:ore_talc_1:3, Uranus Talc Ore
gregtech:ore_talc_1:4, Neptune Talc Ore
gregtech:ore_talc_1:5, Pluto Talc Ore
gregtech:ore_talc_1:6, Eris Talc Ore
gregtech:ore_talc_1:7, Kepler22b Talc Ore
gregtech:ore_talc_1:8, Europa Talc Ore
gregtech:ore_talc_1:9, Callisto Talc Ore
gregtech:ore_talc_1:10, Io Talc Ore
gregtech:ore_talc_1:11, Ganymede Talc Ore
gregtech:ore_talc_1:12, Rhea Talc Ore
gregtech:ore_talc_1:13, Titan Talc Ore
gregtech:ore_talc_1:14, Iapetus Talc Ore
gregtech:ore_talc_1:15, Moon Talc Ore
gregtech:ore_talc_2:0, Mars Talc Ore
gregtech:ore_talc_2:1, Venus Talc Ore
gregtech:ore_talc_2:2, Phobos Talc Ore
gregtech:ore_talc_2:3, Deimos Talc Ore
gregtech:ore_talc_2:4, Triton Talc Ore
gregtech:ore_talc_2:5, Oberon Talc Ore
gregtech:ore_talc_2:6, Titania Talc Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Nether Soapstone Ore
gregtech:ore_soapstone_0:2, End Soapstone Ore
gregtech:ore_soapstone_0:12, Fiery Netherrack Soapstone Ore
gregtech:ore_soapstone_0:13, Lively Netherrack Soapstone Ore
gregtech:ore_soapstone_0:14, Gloomy Netherrack Soapstone Ore
gregtech:ore_soapstone_0:15, Mercury Soapstone Ore
gregtech:ore_soapstone_1:0, Ceres Soapstone Ore
gregtech:ore_soapstone_1:1, Saturn Soapstone Ore
gregtech:ore_soapstone_1:2, Jupiter Soapstone Ore
gregtech:ore_soapstone_1:3, Uranus Soapstone Ore
gregtech:ore_soapstone_1:4, Neptune Soapstone Ore
gregtech:ore_soapstone_1:5, Pluto Soapstone Ore
gregtech:ore_soapstone_1:6, Eris Soapstone Ore
gregtech:ore_soapstone_1:7, Kepler22b Soapstone Ore
gregtech:ore_soapstone_1:8, Europa Soapstone Ore
gregtech:ore_soapstone_1:9, Callisto Soapstone Ore
gregtech:ore_soapstone_1:10, Io Soapstone Ore
gregtech:ore_soapstone_1:11, Ganymede Soapstone Ore
gregtech:ore_soapstone_1:12, Rhea Soapstone Ore
gregtech:ore_soapstone_1:13, Titan Soapstone Ore
gregtech:ore_soapstone_1:14, Iapetus Soapstone Ore
gregtech:ore_soapstone_1:15, Moon Soapstone Ore
gregtech:ore_soapstone_2:0, Mars Soapstone Ore
gregtech:ore_soapstone_2:1, Venus Soapstone Ore
gregtech:ore_soapstone_2:2, Phobos Soapstone Ore
gregtech:ore_soapstone_2:3, Deimos Soapstone Ore
gregtech:ore_soapstone_2:4, Triton Soapstone Ore
gregtech:ore_soapstone_2:5, Oberon Soapstone Ore
gregtech:ore_soapstone_2:6, Titania Soapstone Ore
gregtech:ore_kyanite_0:0, Kyanite Ore
gregtech:ore_kyanite_0:1, Nether Kyanite Ore
gregtech:ore_kyanite_0:2, End Kyanite Ore
gregtech:ore_kyanite_0:12, Fiery Netherrack Kyanite Ore
gregtech:ore_kyanite_0:13, Lively Netherrack Kyanite Ore
gregtech:ore_kyanite_0:14, Gloomy Netherrack Kyanite Ore
gregtech:ore_kyanite_0:15, Mercury Kyanite Ore
gregtech:ore_kyanite_1:0, Ceres Kyanite Ore
gregtech:ore_kyanite_1:1, Saturn Kyanite Ore
gregtech:ore_kyanite_1:2, Jupiter Kyanite Ore
gregtech:ore_kyanite_1:3, Uranus Kyanite Ore
gregtech:ore_kyanite_1:4, Neptune Kyanite Ore
gregtech:ore_kyanite_1:5, Pluto Kyanite Ore
gregtech:ore_kyanite_1:6, Eris Kyanite Ore
gregtech:ore_kyanite_1:7, Kepler22b Kyanite Ore
gregtech:ore_kyanite_1:8, Europa Kyanite Ore
gregtech:ore_kyanite_1:9, Callisto Kyanite Ore
gregtech:ore_kyanite_1:10, Io Kyanite Ore
gregtech:ore_kyanite_1:11, Ganymede Kyanite Ore
gregtech:ore_kyanite_1:12, Rhea Kyanite Ore
gregtech:ore_kyanite_1:13, Titan Kyanite Ore
gregtech:ore_kyanite_1:14, Iapetus Kyanite Ore
gregtech:ore_kyanite_1:15, Moon Kyanite Ore
gregtech:ore_kyanite_2:0, Mars Kyanite Ore
gregtech:ore_kyanite_2:1, Venus Kyanite Ore
gregtech:ore_kyanite_2:2, Phobos Kyanite Ore
gregtech:ore_kyanite_2:3, Deimos Kyanite Ore
gregtech:ore_kyanite_2:4, Triton Kyanite Ore
gregtech:ore_kyanite_2:5, Oberon Kyanite Ore
gregtech:ore_kyanite_2:6, Titania Kyanite Ore
gregtech:ore_pyrochlore_0:0, Pyrochlore Ore
gregtech:ore_pyrochlore_0:1, Nether Pyrochlore Ore
gregtech:ore_pyrochlore_0:2, End Pyrochlore Ore
gregtech:ore_pyrochlore_0:12, Fiery Netherrack Pyrochlore Ore
gregtech:ore_pyrochlore_0:13, Lively Netherrack Pyrochlore Ore
gregtech:ore_pyrochlore_0:14, Gloomy Netherrack Pyrochlore Ore
gregtech:ore_pyrochlore_0:15, Mercury Pyrochlore Ore
gregtech:ore_pyrochlore_1:0, Ceres Pyrochlore Ore
gregtech:ore_pyrochlore_1:1, Saturn Pyrochlore Ore
gregtech:ore_pyrochlore_1:2, Jupiter Pyrochlore Ore
gregtech:ore_pyrochlore_1:3, Uranus Pyrochlore Ore
gregtech:ore_pyrochlore_1:4, Neptune Pyrochlore Ore
gregtech:ore_pyrochlore_1:5, Pluto Pyrochlore Ore
gregtech:ore_pyrochlore_1:6, Eris Pyrochlore Ore
gregtech:ore_pyrochlore_1:7, Kepler22b Pyrochlore Ore
gregtech:ore_pyrochlore_1:8, Europa Pyrochlore Ore
gregtech:ore_pyrochlore_1:9, Callisto Pyrochlore Ore
gregtech:ore_pyrochlore_1:10, Io Pyrochlore Ore
gregtech:ore_pyrochlore_1:11, Ganymede Pyrochlore Ore
gregtech:ore_pyrochlore_1:12, Rhea Pyrochlore Ore
gregtech:ore_pyrochlore_1:13, Titan Pyrochlore Ore
gregtech:ore_pyrochlore_1:14, Iapetus Pyrochlore Ore
gregtech:ore_pyrochlore_1:15, Moon Pyrochlore Ore
gregtech:ore_pyrochlore_2:0, Mars Pyrochlore Ore
gregtech:ore_pyrochlore_2:1, Venus Pyrochlore Ore
gregtech:ore_pyrochlore_2:2, Phobos Pyrochlore Ore
gregtech:ore_pyrochlore_2:3, Deimos Pyrochlore Ore
gregtech:ore_pyrochlore_2:4, Triton Pyrochlore Ore
gregtech:ore_pyrochlore_2:5, Oberon Pyrochlore Ore
gregtech:ore_pyrochlore_2:6, Titania Pyrochlore Ore
gregtech:ore_oilsands_0:0, Oilsands Ore
gregtech:ore_oilsands_0:1, Nether Oilsands Ore
gregtech:ore_oilsands_0:2, End Oilsands Ore
gregtech:ore_oilsands_0:12, Fiery Netherrack Oilsands Ore
gregtech:ore_oilsands_0:13, Lively Netherrack Oilsands Ore
gregtech:ore_oilsands_0:14, Gloomy Netherrack Oilsands Ore
gregtech:ore_oilsands_0:15, Mercury Oilsands Ore
gregtech:ore_oilsands_1:0, Ceres Oilsands Ore
gregtech:ore_oilsands_1:1, Saturn Oilsands Ore
gregtech:ore_oilsands_1:2, Jupiter Oilsands Ore
gregtech:ore_oilsands_1:3, Uranus Oilsands Ore
gregtech:ore_oilsands_1:4, Neptune Oilsands Ore
gregtech:ore_oilsands_1:5, Pluto Oilsands Ore
gregtech:ore_oilsands_1:6, Eris Oilsands Ore
gregtech:ore_oilsands_1:7, Kepler22b Oilsands Ore
gregtech:ore_oilsands_1:8, Europa Oilsands Ore
gregtech:ore_oilsands_1:9, Callisto Oilsands Ore
gregtech:ore_oilsands_1:10, Io Oilsands Ore
gregtech:ore_oilsands_1:11, Ganymede Oilsands Ore
gregtech:ore_oilsands_1:12, Rhea Oilsands Ore
gregtech:ore_oilsands_1:13, Titan Oilsands Ore
gregtech:ore_oilsands_1:14, Iapetus Oilsands Ore
gregtech:ore_oilsands_1:15, Moon Oilsands Ore
gregtech:ore_oilsands_2:0, Mars Oilsands Ore
gregtech:ore_oilsands_2:1, Venus Oilsands Ore
gregtech:ore_oilsands_2:2, Phobos Oilsands Ore
gregtech:ore_oilsands_2:3, Deimos Oilsands Ore
gregtech:ore_oilsands_2:4, Triton Oilsands Ore
gregtech:ore_oilsands_2:5, Oberon Oilsands Ore
gregtech:ore_oilsands_2:6, Titania Oilsands Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Nether Olivine Ore
gregtech:ore_olivine_0:2, End Olivine Ore
gregtech:ore_olivine_0:12, Fiery Netherrack Olivine Ore
gregtech:ore_olivine_0:13, Lively Netherrack Olivine Ore
gregtech:ore_olivine_0:14, Gloomy Netherrack Olivine Ore
gregtech:ore_olivine_0:15, Mercury Olivine Ore
gregtech:ore_olivine_1:0, Ceres Olivine Ore
gregtech:ore_olivine_1:1, Saturn Olivine Ore
gregtech:ore_olivine_1:2, Jupiter Olivine Ore
gregtech:ore_olivine_1:3, Uranus Olivine Ore
gregtech:ore_olivine_1:4, Neptune Olivine Ore
gregtech:ore_olivine_1:5, Pluto Olivine Ore
gregtech:ore_olivine_1:6, Eris Olivine Ore
gregtech:ore_olivine_1:7, Kepler22b Olivine Ore
gregtech:ore_olivine_1:8, Europa Olivine Ore
gregtech:ore_olivine_1:9, Callisto Olivine Ore
gregtech:ore_olivine_1:10, Io Olivine Ore
gregtech:ore_olivine_1:11, Ganymede Olivine Ore
gregtech:ore_olivine_1:12, Rhea Olivine Ore
gregtech:ore_olivine_1:13, Titan Olivine Ore
gregtech:ore_olivine_1:14, Iapetus Olivine Ore
gregtech:ore_olivine_1:15, Moon Olivine Ore
gregtech:ore_olivine_2:0, Mars Olivine Ore
gregtech:ore_olivine_2:1, Venus Olivine Ore
gregtech:ore_olivine_2:2, Phobos Olivine Ore
gregtech:ore_olivine_2:3, Deimos Olivine Ore
gregtech:ore_olivine_2:4, Triton Olivine Ore
gregtech:ore_olivine_2:5, Oberon Olivine Ore
gregtech:ore_olivine_2:6, Titania Olivine Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Nether Opal Ore
gregtech:ore_opal_0:2, End Opal Ore
gregtech:ore_opal_0:12, Fiery Netherrack Opal Ore
gregtech:ore_opal_0:13, Lively Netherrack Opal Ore
gregtech:ore_opal_0:14, Gloomy Netherrack Opal Ore
gregtech:ore_opal_0:15, Mercury Opal Ore
gregtech:ore_opal_1:0, Ceres Opal Ore
gregtech:ore_opal_1:1, Saturn Opal Ore
gregtech:ore_opal_1:2, Jupiter Opal Ore
gregtech:ore_opal_1:3, Uranus Opal Ore
gregtech:ore_opal_1:4, Neptune Opal Ore
gregtech:ore_opal_1:5, Pluto Opal Ore
gregtech:ore_opal_1:6, Eris Opal Ore
gregtech:ore_opal_1:7, Kepler22b Opal Ore
gregtech:ore_opal_1:8, Europa Opal Ore
gregtech:ore_opal_1:9, Callisto Opal Ore
gregtech:ore_opal_1:10, Io Opal Ore
gregtech:ore_opal_1:11, Ganymede Opal Ore
gregtech:ore_opal_1:12, Rhea Opal Ore
gregtech:ore_opal_1:13, Titan Opal Ore
gregtech:ore_opal_1:14, Iapetus Opal Ore
gregtech:ore_opal_1:15, Moon Opal Ore
gregtech:ore_opal_2:0, Mars Opal Ore
gregtech:ore_opal_2:1, Venus Opal Ore
gregtech:ore_opal_2:2, Phobos Opal Ore
gregtech:ore_opal_2:3, Deimos Opal Ore
gregtech:ore_opal_2:4, Triton Opal Ore
gregtech:ore_opal_2:5, Oberon Opal Ore
gregtech:ore_opal_2:6, Titania Opal Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Nether Amethyst Ore
gregtech:ore_amethyst_0:2, End Amethyst Ore
gregtech:ore_amethyst_0:12, Fiery Netherrack Amethyst Ore
gregtech:ore_amethyst_0:13, Lively Netherrack Amethyst Ore
gregtech:ore_amethyst_0:14, Gloomy Netherrack Amethyst Ore
gregtech:ore_amethyst_0:15, Mercury Amethyst Ore
gregtech:ore_amethyst_1:0, Ceres Amethyst Ore
gregtech:ore_amethyst_1:1, Saturn Amethyst Ore
gregtech:ore_amethyst_1:2, Jupiter Amethyst Ore
gregtech:ore_amethyst_1:3, Uranus Amethyst Ore
gregtech:ore_amethyst_1:4, Neptune Amethyst Ore
gregtech:ore_amethyst_1:5, Pluto Amethyst Ore
gregtech:ore_amethyst_1:6, Eris Amethyst Ore
gregtech:ore_amethyst_1:7, Kepler22b Amethyst Ore
gregtech:ore_amethyst_1:8, Europa Amethyst Ore
gregtech:ore_amethyst_1:9, Callisto Amethyst Ore
gregtech:ore_amethyst_1:10, Io Amethyst Ore
gregtech:ore_amethyst_1:11, Ganymede Amethyst Ore
gregtech:ore_amethyst_1:12, Rhea Amethyst Ore
gregtech:ore_amethyst_1:13, Titan Amethyst Ore
gregtech:ore_amethyst_1:14, Iapetus Amethyst Ore
gregtech:ore_amethyst_1:15, Moon Amethyst Ore
gregtech:ore_amethyst_2:0, Mars Amethyst Ore
gregtech:ore_amethyst_2:1, Venus Amethyst Ore
gregtech:ore_amethyst_2:2, Phobos Amethyst Ore
gregtech:ore_amethyst_2:3, Deimos Amethyst Ore
gregtech:ore_amethyst_2:4, Triton Amethyst Ore
gregtech:ore_amethyst_2:5, Oberon Amethyst Ore
gregtech:ore_amethyst_2:6, Titania Amethyst Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Nether Lapis Ore
gregtech:ore_lapis_0:2, End Lapis Ore
gregtech:ore_lapis_0:12, Fiery Netherrack Lapis Ore
gregtech:ore_lapis_0:13, Lively Netherrack Lapis Ore
gregtech:ore_lapis_0:14, Gloomy Netherrack Lapis Ore
gregtech:ore_lapis_0:15, Mercury Lapis Ore
gregtech:ore_lapis_1:0, Ceres Lapis Ore
gregtech:ore_lapis_1:1, Saturn Lapis Ore
gregtech:ore_lapis_1:2, Jupiter Lapis Ore
gregtech:ore_lapis_1:3, Uranus Lapis Ore
gregtech:ore_lapis_1:4, Neptune Lapis Ore
gregtech:ore_lapis_1:5, Pluto Lapis Ore
gregtech:ore_lapis_1:6, Eris Lapis Ore
gregtech:ore_lapis_1:7, Kepler22b Lapis Ore
gregtech:ore_lapis_1:8, Europa Lapis Ore
gregtech:ore_lapis_1:9, Callisto Lapis Ore
gregtech:ore_lapis_1:10, Io Lapis Ore
gregtech:ore_lapis_1:11, Ganymede Lapis Ore
gregtech:ore_lapis_1:12, Rhea Lapis Ore
gregtech:ore_lapis_1:13, Titan Lapis Ore
gregtech:ore_lapis_1:14, Iapetus Lapis Ore
gregtech:ore_lapis_1:15, Moon Lapis Ore
gregtech:ore_lapis_2:0, Mars Lapis Ore
gregtech:ore_lapis_2:1, Venus Lapis Ore
gregtech:ore_lapis_2:2, Phobos Lapis Ore
gregtech:ore_lapis_2:3, Deimos Lapis Ore
gregtech:ore_lapis_2:4, Triton Lapis Ore
gregtech:ore_lapis_2:5, Oberon Lapis Ore
gregtech:ore_lapis_2:6, Titania Lapis Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Nether Apatite Ore
gregtech:ore_apatite_0:2, End Apatite Ore
gregtech:ore_apatite_0:12, Fiery Netherrack Apatite Ore
gregtech:ore_apatite_0:13, Lively Netherrack Apatite Ore
gregtech:ore_apatite_0:14, Gloomy Netherrack Apatite Ore
gregtech:ore_apatite_0:15, Mercury Apatite Ore
gregtech:ore_apatite_1:0, Ceres Apatite Ore
gregtech:ore_apatite_1:1, Saturn Apatite Ore
gregtech:ore_apatite_1:2, Jupiter Apatite Ore
gregtech:ore_apatite_1:3, Uranus Apatite Ore
gregtech:ore_apatite_1:4, Neptune Apatite Ore
gregtech:ore_apatite_1:5, Pluto Apatite Ore
gregtech:ore_apatite_1:6, Eris Apatite Ore
gregtech:ore_apatite_1:7, Kepler22b Apatite Ore
gregtech:ore_apatite_1:8, Europa Apatite Ore
gregtech:ore_apatite_1:9, Callisto Apatite Ore
gregtech:ore_apatite_1:10, Io Apatite Ore
gregtech:ore_apatite_1:11, Ganymede Apatite Ore
gregtech:ore_apatite_1:12, Rhea Apatite Ore
gregtech:ore_apatite_1:13, Titan Apatite Ore
gregtech:ore_apatite_1:14, Iapetus Apatite Ore
gregtech:ore_apatite_1:15, Moon Apatite Ore
gregtech:ore_apatite_2:0, Mars Apatite Ore
gregtech:ore_apatite_2:1, Venus Apatite Ore
gregtech:ore_apatite_2:2, Phobos Apatite Ore
gregtech:ore_apatite_2:3, Deimos Apatite Ore
gregtech:ore_apatite_2:4, Triton Apatite Ore
gregtech:ore_apatite_2:5, Oberon Apatite Ore
gregtech:ore_apatite_2:6, Titania Apatite Ore
gregtech:ore_tricalcium_phosphate_0:0, Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:1, Nether Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:2, End Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:12, Fiery Netherrack Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:13, Lively Netherrack Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:14, Gloomy Netherrack Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:15, Mercury Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:0, Ceres Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:1, Saturn Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:2, Jupiter Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:3, Uranus Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:4, Neptune Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:5, Pluto Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:6, Eris Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:7, Kepler22b Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:8, Europa Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:9, Callisto Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:10, Io Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:11, Ganymede Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:12, Rhea Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:13, Titan Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:14, Iapetus Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_1:15, Moon Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:0, Mars Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:1, Venus Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:2, Phobos Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:3, Deimos Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:4, Triton Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:5, Oberon Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_2:6, Titania Tricalcium Phosphate Ore
gregtech:ore_garnet_red_0:0, Red Garnet Ore
gregtech:ore_garnet_red_0:1, Nether Red Garnet Ore
gregtech:ore_garnet_red_0:2, End Red Garnet Ore
gregtech:ore_garnet_red_0:12, Fiery Netherrack Red Garnet Ore
gregtech:ore_garnet_red_0:13, Lively Netherrack Red Garnet Ore
gregtech:ore_garnet_red_0:14, Gloomy Netherrack Red Garnet Ore
gregtech:ore_garnet_red_0:15, Mercury Red Garnet Ore
gregtech:ore_garnet_red_1:0, Ceres Red Garnet Ore
gregtech:ore_garnet_red_1:1, Saturn Red Garnet Ore
gregtech:ore_garnet_red_1:2, Jupiter Red Garnet Ore
gregtech:ore_garnet_red_1:3, Uranus Red Garnet Ore
gregtech:ore_garnet_red_1:4, Neptune Red Garnet Ore
gregtech:ore_garnet_red_1:5, Pluto Red Garnet Ore
gregtech:ore_garnet_red_1:6, Eris Red Garnet Ore
gregtech:ore_garnet_red_1:7, Kepler22b Red Garnet Ore
gregtech:ore_garnet_red_1:8, Europa Red Garnet Ore
gregtech:ore_garnet_red_1:9, Callisto Red Garnet Ore
gregtech:ore_garnet_red_1:10, Io Red Garnet Ore
gregtech:ore_garnet_red_1:11, Ganymede Red Garnet Ore
gregtech:ore_garnet_red_1:12, Rhea Red Garnet Ore
gregtech:ore_garnet_red_1:13, Titan Red Garnet Ore
gregtech:ore_garnet_red_1:14, Iapetus Red Garnet Ore
gregtech:ore_garnet_red_1:15, Moon Red Garnet Ore
gregtech:ore_garnet_red_2:0, Mars Red Garnet Ore
gregtech:ore_garnet_red_2:1, Venus Red Garnet Ore
gregtech:ore_garnet_red_2:2, Phobos Red Garnet Ore
gregtech:ore_garnet_red_2:3, Deimos Red Garnet Ore
gregtech:ore_garnet_red_2:4, Triton Red Garnet Ore
gregtech:ore_garnet_red_2:5, Oberon Red Garnet Ore
gregtech:ore_garnet_red_2:6, Titania Red Garnet Ore
gregtech:ore_garnet_yellow_0:0, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:1, Nether Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:2, End Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:12, Fiery Netherrack Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:13, Lively Netherrack Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:14, Gloomy Netherrack Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:15, Mercury Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:0, Ceres Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:1, Saturn Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:2, Jupiter Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:3, Uranus Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:4, Neptune Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:5, Pluto Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:6, Eris Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:7, Kepler22b Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:8, Europa Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:9, Callisto Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:10, Io Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:11, Ganymede Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:12, Rhea Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:13, Titan Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:14, Iapetus Yellow Garnet Ore
gregtech:ore_garnet_yellow_1:15, Moon Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:0, Mars Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:1, Venus Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:2, Phobos Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:3, Deimos Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:4, Triton Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:5, Oberon Yellow Garnet Ore
gregtech:ore_garnet_yellow_2:6, Titania Yellow Garnet Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, End Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:12, Fiery Netherrack Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:13, Lively Netherrack Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:14, Gloomy Netherrack Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:15, Mercury Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:0, Ceres Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:1, Saturn Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:2, Jupiter Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:3, Uranus Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:4, Neptune Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:5, Pluto Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:6, Eris Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:7, Kepler22b Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:8, Europa Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:9, Callisto Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:10, Io Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:11, Ganymede Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:12, Rhea Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:13, Titan Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:14, Iapetus Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_1:15, Moon Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:0, Mars Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:1, Venus Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:2, Phobos Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:3, Deimos Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:4, Triton Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:5, Oberon Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_2:6, Titania Vanadium Magnetite Ore
gregtech:ore_pollucite_0:0, Pollucite Ore
gregtech:ore_pollucite_0:1, Nether Pollucite Ore
gregtech:ore_pollucite_0:2, End Pollucite Ore
gregtech:ore_pollucite_0:12, Fiery Netherrack Pollucite Ore
gregtech:ore_pollucite_0:13, Lively Netherrack Pollucite Ore
gregtech:ore_pollucite_0:14, Gloomy Netherrack Pollucite Ore
gregtech:ore_pollucite_0:15, Mercury Pollucite Ore
gregtech:ore_pollucite_1:0, Ceres Pollucite Ore
gregtech:ore_pollucite_1:1, Saturn Pollucite Ore
gregtech:ore_pollucite_1:2, Jupiter Pollucite Ore
gregtech:ore_pollucite_1:3, Uranus Pollucite Ore
